s [m],sigma at t_1 [C/m^2],sigma at t_2 [C/m^2],sigma at t_3 [C/m^2],sigma at t_4 [C/m^2],sigma at t_5 [C/m^2],sigma at t_6 [C/m^2]
5.58634E-5,4.2279849952E-10,1.40727071071071E-6,3.75835527451434E-4,2.47040232395686E-4,1.98065538423266E-4,2.2418881912341E-4
5.6062E-5,4.2060966048E-10,1.3609972909364E-6,3.7657885155548E-4,2.47683062209188E-4,1.98817379733372E-4,2.24923578119454E-4
5.62607E-5,4.1842364256E-10,1.31848050075113E-6,3.77009400305113E-4,2.47741343556465E-4,1.9843019637851E-4,2.24495340565833E-4
5.64595E-5,4.1622770784E-10,1.27629436654983E-6,3.77432596010032E-4,2.47772368594228E-4,1.98042818165393E-4,2.24066887492557E-4
5.66582E-5,4.1552160851927E-10,1.23415343014522E-6,3.77840402912908E-4,2.47803831544139E-4,1.97655634810531E-4,2.23638649938936E-4
5.68571E-5,4.18398194726166E-10,1.19538498748122E-6,3.78588086738054E-4,2.48495413837518E-4,1.98370290470283E-4,2.24417068596356E-4
5.70559E-5,4.21278481019994E-10,1.157011997997E-6,3.79351159365241E-4,2.4918655821875E-4,1.99127630000811E-4,2.25294163090158E-4
5.72548E-5,4.24164288901767E-10,1.11863407611417E-6,3.80109366622284E-4,2.49891933626942E-4,1.99824500379371E-4,2.25984514698535E-4
5.74537E-5,4.27055314691394E-10,1.08323592388583E-6,3.80647146271306E-4,2.50171370847125E-4,1.99836489131265E-4,2.25971719968121E-4
5.76527E-5,4.2959458593545E-10,1.04820160240361E-6,3.81189791290471E-4,2.50436577040347E-4,1.99848483910686E-4,2.25958918804962E-4
5.78517E-5,4.2848183600105E-10,1.01319098647972E-6,3.8171233563889E-4,2.50695620358355E-4,1.99807298616694E-4,2.25847272739948E-4
5.80508E-5,4.27367567979003E-10,9.81103133700551E-7,3.82330038003867E-4,2.51141405285028E-4,2.00141708230547E-4,2.26259994636849E-4
5.82499E-5,4.26248740944882E-10,9.49428023034552E-7,3.8296784103959E-4,2.51593353086915E-4,2.00476117844401E-4,2.26672716533749E-4
5.8449E-5,4.25129446601942E-10,9.17766734101152E-7,3.8358860888458E-4,2.52044356452417E-4,2.00744831636755E-4,2.26938510871898E-4
5.86482E-5,4.24008260561532E-10,8.88578750125188E-7,3.84143761264569E-4,2.52345376912625E-4,2.00806947660873E-4,2.27015100540114E-4
5.88474E-5,4.23348745484791E-10,8.59771010515774E-7,3.84715948835291E-4,2.52647341809218E-4,2.00869063684991E-4,2.2709169020833E-4
5.90466E-5,4.23558454610266E-10,8.3097998647972E-7,3.85266749862445E-4,2.52940509922539E-4,2.00874898161802E-4,2.27065982209359E-4
5.92459E-5,4.23768713878327E-10,8.04561310966449E-7,3.8575139589431E-4,2.5320249704957E-4,2.00988261398973E-4,2.27281240323951E-4
5.94452E-5,4.2398042276616E-10,7.78528100650977E-7,3.86257428469742E-4,2.53473280959872E-4,2.01101624636144E-4,2.27496498438542E-4
5.96446E-5,4.24191357414449E-10,7.52495278417626E-7,3.86740174648551E-4,2.53733878965255E-4,2.01145527213467E-4,2.27581522294765E-4
5.9844E-5,4.24396064638783E-10,7.28575544316475E-7,3.87252419896451E-4,2.54008299664647E-4,2.01202110145171E-4,2.27662390621102E-4
6.00435E-5,4.24580243167635E-10,7.05002224336505E-7,3.87787951540975E-4,2.54292906268958E-4,2.01258721453471E-4,2.27743299503268E-4
6.02429E-5,4.23315703034216E-10,6.81462868868869E-7,3.88301196078818E-4,2.54567182329656E-4,2.01315304385175E-4,2.27824167829605E-4
6.04426E-5,4.22049260383043E-10,6.59802856785178E-7,3.88745716356558E-4,2.54762447819062E-4,2.01283664813054E-4,2.27834587526196E-4
6.06422E-5,4.20787573273079E-10,6.38488486229344E-7,3.8921252374098E-4,2.54968043852081E-4,2.01310128011321E-4,2.2794627927027E-4
6.08418E-5,4.19527778136432E-10,6.17185510265398E-7,3.89654823591345E-4,2.55160865419814E-4,2.01336591209588E-4,2.28057971014344E-4
6.10416E-5,4.18261181622552E-10,5.97598806209313E-7,3.90130091436213E-4,2.55415415398027E-4,2.0133898739511E-4,2.28031186393156E-4
6.12415E-5,4.16984006886163E-10,5.78309151727592E-7,3.90629866815137E-4,2.55682739841526E-4,2.01410500551313E-4,2.28126910665268E-4
6.14413E-5,4.15833660884818E-10,5.59040033049574E-7,3.91107527081688E-4,2.55938945392464E-4,2.01424062407057E-4,2.28122403673717E-4
6.16411E-5,4.18436006236601E-10,5.41375378067101E-7,3.91516034641977E-4,2.56087355813444E-4,2.01392350936091E-4,2.28171288679074E-4
6.18409E-5,4.21038351588384E-10,5.23989134702053E-7,3.91946657314637E-4,2.56246885126985E-4,2.01360639465125E-4,2.28220173684431E-4
6.20407E-5,4.23647027090236E-10,5.06611446169253E-7,3.92352267072755E-4,2.56392027375531E-4,2.01261415989826E-4,2.28151978338708E-4
6.22405E-5,4.26263001364256E-10,4.90671027040561E-7,3.92798926739911E-4,2.56628483900829E-4,2.01361222672507E-4,2.2826704421217E-4
6.24403E-5,4.28878975638277E-10,4.74976454181272E-7,3.93270599321609E-4,2.56879327491122E-4,2.01461029355189E-4,2.28382110085632E-4
6.26401E-5,4.3149693589244E-10,4.59291480721081E-7,3.93720490623745E-4,2.57118764093163E-4,2.0150239159189E-4,2.28397050027406E-4
6.28399E-5,4.34115125681995E-10,4.44905472709064E-7,3.94116623026623E-4,2.5725804792359E-4,2.01469068094527E-4,2.2841344500597E-4
6.30397E-5,4.35216069537593E-10,4.30739341011517E-7,3.94534536709062E-4,2.57408738742269E-4,2.01435744597163E-4,2.28429839984535E-4
6.32395E-5,4.33206080127074E-10,4.16579752628943E-7,3.9492731873823E-4,2.57543930435826E-4,2.01337424227051E-4,2.28336894636248E-4
6.34393E-5,4.31196090716555E-10,4.03603394591888E-7,3.95340407871832E-4,2.57750800206439E-4,2.01447697373015E-4,2.28460059021583E-4
6.36391E-5,4.29185061584613E-10,3.9082563995994E-7,3.95778628658704E-4,2.57973169102174E-4,2.01557970518978E-4,2.28583223406919E-4
6.38389E-5,4.27172958884771E-10,3.7805561342013E-7,3.96195168597599E-4,2.58183448113797E-4,2.01668243664941E-4,2.28706387792254E-4
6.40387E-5,4.2516085618493E-10,3.66340638958438E-7,3.96578855097003E-4,2.58315792652917E-4,2.0155499269204E-4,2.28598718170206E-4
6.42385E-5,4.23152913519238E-10,3.54799486730095E-7,3.96984222444384E-4,2.58460227076149E-4,2.01503066642193E-4,2.28592269223802E-4
6.44383E-5,4.21147155665372E-10,3.43269312312312E-7,3.97365727820872E-4,2.58589852622133E-4,2.01451140592347E-4,2.28585820277399E-4
6.46381E-5,4.19141397811507E-10,3.32704008512769E-7,3.97757628137423E-4,2.5877180940798E-4,2.01479696579278E-4,2.28594394045457E-4
6.48379E-5,4.18539117647059E-10,3.22297119679519E-7,3.98173390424867E-4,2.58968575071076E-4,2.01570532944225E-4,2.28708573996604E-4
6.50377E-5,4.18245294117647E-10,3.11895744616925E-7,3.98566894391452E-4,2.59151861705345E-4,2.01661369309173E-4,2.28822753947752E-4
6.52375E-5,4.17951470588235E-10,3.0235459539309E-7,3.98942072105766E-4,2.59280205777423E-4,2.0154027842412E-4,2.28703786124435E-4
6.54373E-5,4.17652807573541E-10,2.92951340510766E-7,3.99339508140939E-4,2.59422028878329E-4,2.01477366823211E-4,2.28680019775259E-4
6.56371E-5,4.17352441898261E-10,2.83554335503255E-7,3.99713833918229E-4,2.59549116700314E-4,2.01414455222301E-4,2.28656253426083E-4
6.5837E-5,4.1705192588981E-10,2.7493788883325E-7,4.00091476078647E-4,2.5971007389699E-4,2.01440768770773E-4,2.28669476328033E-4
6.60368E-5,4.16748160545986E-10,2.6644992889334E-7,4.00492228496949E-4,2.59885766372587E-4,2.01525864695483E-4,2.28779208369276E-4
6.62366E-5,4.16442649008775E-10,2.57966684526791E-7,4.00871151597332E-4,2.60048055177395E-4,2.01553443673541E-4,2.28793947529118E-4
6.64364E-5,4.16137137471563E-10,2.50184801702554E-7,4.01239097139036E-4,2.6017354436283E-4,2.01498251342234E-4,2.28767560386691E-4
6.66362E-5,4.16853786537862E-10,2.42512094641963E-7,4.0162887199866E-4,2.60312437219053E-4,2.01443059010928E-4,2.28741173244265E-4
6.6836E-5,4.18308858522904E-10,2.34845128192288E-7,4.0199610048984E-4,2.60436695433516E-4,2.01331020490468E-4,2.28623132888475E-4
6.70358E-5,4.19763930507946E-10,2.27820694541813E-7,4.02364145331939E-4,2.60581629053689E-4,2.01401758869294E-4,2.28721109533377E-4
6.72356E-5,4.21220753544166E-10,2.20894349023535E-7,4.02754736542482E-4,2.60741197315622E-4,2.01472497248121E-4,2.28819086178279E-4
6.74354E-5,4.22680579062159E-10,2.13972907361042E-7,4.03124090164377E-4,2.60887423280003E-4,2.01488462269423E-4,2.28828088210431E-4
6.76352E-5,4.24140404580153E-10,2.07618312468703E-7,4.03488373027442E-4,2.6101110281196E-4,2.01421628087902E-4,2.28796358325529E-4
6.7835E-5,4.25600604705516E-10,2.01350007010516E-7,4.03873893479155E-4,2.61148124641469E-4,2.01354793906381E-4,2.28764628440626E-4
6.80348E-5,4.27062836865067E-10,1.95085180771157E-7,4.04237395623903E-4,2.61270727111233E-4,2.01233884718217E-4,2.28646765633716E-4
6.82346E-5,4.28525069024618E-10,1.89341310465699E-7,4.04597640662834E-4,2.61402663463276E-4,2.01290117918942E-4,2.2873349947083E-4
6.84344E-5,4.2998730118417E-10,1.83675297446169E-7,4.04979904008728E-4,2.61549019175062E-4,2.01346351119666E-4,2.28820233307943E-4
6.86342E-5,4.29058000919822E-10,1.780135E-7,4.05341111848594E-4,2.61681614304428E-4,2.0140258432039E-4,2.28906967145057E-4
6.8834E-5,4.27985335581788E-10,1.72807000500751E-7,4.05699841705262E-4,2.61800348466894E-4,2.01295947336726E-4,2.28793632107522E-4
6.90338E-5,4.26912670243753E-10,1.67669837756635E-7,4.06079627067959E-4,2.61932843211781E-4,2.01243664624413E-4,2.28766743779228E-4
6.92336E-5,4.25838757626859E-10,1.62536590385578E-7,4.06438330122543E-4,2.62051400174319E-4,2.011913819121E-4,2.28739855450935E-4
6.94334E-5,4.24764254484133E-10,1.57822825738608E-7,4.06795094793643E-4,2.62174938617315E-4,2.01182718780103E-4,2.28733076487244E-4
6.96332E-5,4.23689751341407E-10,1.53171901852779E-7,4.07172941772856E-4,2.6231241484266E-4,2.01226531112777E-4,2.28809634431244E-4
6.9833E-5,4.22616457234825E-10,1.48523172759139E-7,4.07529920093569E-4,2.62436162694227E-4,2.01270343445451E-4,2.28886192375244E-4
7.00328E-5,4.2154487507664E-10,1.44248437155734E-7,4.07889375603107E-4,2.62554462189976E-4,2.0116539834899E-4,2.28776275835827E-4
7.02326E-5,4.20473292918455E-10,1.4002872458688E-7,4.08269699771145E-4,2.62686490059504E-4,2.0111372945493E-4,2.28750386386153E-4
7.04324E-5,4.19638024965955E-10,1.35812083625438E-7,4.08629739207852E-4,2.62804948651641E-4,2.01062060560871E-4,2.28724496936479E-4
7.06323E-5,4.20156452262067E-10,1.31936171757636E-7,4.08981607235415E-4,2.62919479290254E-4,2.01041539662355E-4,2.28712214046558E-4
7.08321E-5,4.20674620214858E-10,1.28111650976465E-7,4.09353759994308E-4,2.63047579206257E-4,2.01071071576055E-4,2.28778379650218E-4
7.10319E-5,4.2119278816765E-10,1.24289346019029E-7,4.09705007228236E-4,2.63161402087135E-4,2.01048100032543E-4,2.28764027898284E-4
7.12317E-5,4.21708601361573E-10,1.20772910365548E-7,4.10066281683314E-4,2.63279090044039E-4,2.01001465372135E-4,2.28740033265612E-4
7.14315E-5,4.22223970499244E-10,1.17299560841262E-7,4.10448461663358E-4,2.6341105503607E-4,2.00954830711728E-4,2.2871603863294E-4
7.16313E-5,4.22739339636914E-10,1.13829307461192E-7,4.10811185799863E-4,2.63530157599463E-4,2.0086032060013E-4,2.28617497594531E-4
7.18311E-5,4.23254547655068E-10,1.10635933900851E-7,4.11161912197328E-4,2.63639523140088E-4,2.00878947461199E-4,2.28669427741684E-4
7.20309E-5,4.23769614523449E-10,1.07481611417126E-7,4.11532094438331E-4,2.6376175110935E-4,2.00897574322268E-4,2.28721357888838E-4
7.22307E-5,4.24284681391831E-10,1.04328778167251E-7,4.11881792811986E-4,2.63869734402945E-4,2.00864919155883E-4,2.28696488540563E-4
7.24305E-5,4.24553137375865E-10,1.01424220330496E-7,4.1224559257332E-4,2.63986064019767E-4,2.00824630093514E-4,2.28669169681862E-4
7.26303E-5,4.23970813271141E-10,9.85539496745118E-8,4.12629876202004E-4,2.64116638312257E-4,2.00784341031144E-4,2.28641850823162E-4
7.28301E-5,4.23388489166416E-10,9.56862414414415E-8,4.12995421522963E-4,2.64234680205503E-4,2.00697420125282E-4,2.2854350651488E-4
7.30299E-5,4.22806165061691E-10,9.3045707160741E-8,4.13347349328258E-4,2.64340543449425E-4,2.00708645260758E-4,2.2858146300322E-4
7.32297E-5,4.22224032355154E-10,9.04361523284927E-8,4.13718015441277E-4,2.6445893909259E-4,2.00719870396234E-4,2.28619419491561E-4
7.34295E-5,4.21641921294206E-10,8.78279216825239E-8,4.14068814605806E-4,2.64563235966869E-4,2.00731095531711E-4,2.28657375979902E-4
7.36293E-5,4.21059810233258E-10,8.54230175763646E-8,4.14432142820809E-4,2.64675120355534E-4,2.0064275539246E-4,2.28562963478497E-4
7.38291E-5,4.20477921456515E-10,8.30454510265399E-8,4.14815337984302E-4,2.64801103513085E-4,2.00604208319781E-4,2.28542082554999E-4
7.40289E-5,4.19896198615709E-10,8.06689761642464E-8,4.15180110017545E-4,2.64914464409428E-4,2.00565661247103E-4,2.285212016315E-4
7.42287E-5,4.19314475774902E-10,7.84793796695042E-8,4.15539151378995E-4,2.65021023603081E-4,2.00526310749316E-4,2.28491558892671E-4
7.44285E-5,4.19040049352994E-10,7.6314592388583E-8,4.15916615870695E-4,2.65140205057942E-4,2.0053265462094E-4,2.28531386454944E-4
7.46283E-5,4.197062497743E-10,7.41513654481723E-8,4.16275010073869E-4,2.65245935639944E-4,2.00538998492564E-4,2.28571214017216E-4
7.48281E-5,4.20372450195606E-10,7.21557098647972E-8,4.16644310299878E-4,2.6535778407346E-4,2.00453438130561E-4,2.28478121164177E-4
7.50279E-5,4.21038650616912E-10,7.01815519278919E-8,4.17032680814412E-4,2.65483083379835E-4,2.00415449544386E-4,2.2845551290616E-4
7.52277E-5,4.21705127595546E-10,6.82084834752128E-8,4.17403138972509E-4,2.65595975727195E-4,2.00377460958211E-4,2.28432904648142E-4
7.54276E-5,4.22371962232922E-10,6.63871668502754E-8,4.17765976381698E-4,2.65699457817532E-4,2.00332853851957E-4,2.28396308328523E-4
7.56274E-5,4.23038463286187E-10,6.4586420430646E-8,4.18146726147323E-4,2.65815346866885E-4,2.00332504279605E-4,2.28425349080096E-4
7.58272E-5,4.23705381188864E-10,6.27865772658988E-8,4.1850917818862E-4,2.65918263907513E-4,2.0028614368085E-4,2.28387027946222E-4
7.6027E-5,4.24372583897667E-10,6.11240778167251E-8,4.18885184612618E-4,2.66029554602465E-4,2.00253208509888E-4,2.28363732214788E-4
7.62268E-5,4.25039786606471E-10,5.94788072608913E-8,4.19279488760945E-4,2.66153817306141E-4,2.00220273338926E-4,2.28340436483353E-4
7.64266E-5,4.25393556424917E-10,5.7834178718077E-8,4.1965645129722E-4,2.66266041247497E-4,2.00144107766244E-4,2.28253740360026E-4
7.66264E-5,4.24892402949142E-10,5.63145402103155E-8,4.20029853178754E-4,2.66372424515965E-4,2.00138757355482E-4,2.28275805749627E-4
7.68262E-5,4.24391249473367E-10,5.4810591987982E-8,4.20420596672338E-4,2.66490846546754E-4,2.00133406944721E-4,2.28297871139227E-4
7.7026E-5,4.23890095997593E-10,5.33080009009008E-8,4.20793646651747E-4,2.66596719084456E-4,2.00083236536217E-4,2.28255120703905E-4
7.72258E-5,4.23388376166115E-10,5.19182819228844E-8,4.21177020769889E-4,2.66708655573188E-4,2.0004810759798E-4,2.2823465019732E-4
7.74256E-5,4.22886621426422E-10,5.05424084126189E-8,4.21578088402207E-4,2.66833141555006E-4,2.00012978659743E-4,2.28214179690735E-4
7.76254E-5,4.22384866686729E-10,4.91671283925889E-8,4.2196231925157E-4,2.66945815568426E-4,1.99977849721505E-4,2.2819370918415E-4
7.78252E-5,4.21883667168221E-10,4.78958179268904E-8,4.22339511286144E-4,2.67050344741454E-4,1.99920355981029E-4,2.2815005296255E-4
7.8025E-5,4.21382814324406E-10,4.66370015022534E-8,4.22733540103672E-4,2.67166685882881E-4,1.99904585620838E-4,2.281671103643E-4
7.82248E-5,4.2088196148059E-10,4.53786925388082E-8,4.23110263465418E-4,2.67270622572439E-4,1.99888815260646E-4,2.2818416776605E-4
7.84246E-5,4.20517127765237E-10,4.42143066099149E-8,4.23498365902504E-4,2.6738227910733E-4,1.99814159126917E-4,2.28104801063608E-4
7.86244E-5,4.20486458690745E-10,4.30612079619429E-8,4.23903773795372E-4,2.67506340094089E-4,1.99782640447829E-4,2.28087715910852E-4
7.88242E-5,4.20455789616253E-10,4.19086529794692E-8,4.24292707650383E-4,2.67618804012874E-4,1.99751121768741E-4,2.28070630758096E-4
7.9024E-5,4.20425120541761E-10,4.08422636955433E-8,4.24673215560141E-4,2.67722897967197E-4,1.99700009840152E-4,2.28022627856776E-4
7.92238E-5,4.20393586969606E-10,3.97859234852279E-8,4.25070197507755E-4,2.67838588989495E-4,1.9968995025155E-4,2.28033976414669E-4
7.94236E-5,4.20362020613903E-10,3.87301179769655E-8,4.25450351130836E-4,2.67941933344265E-4,1.99679890662947E-4,2.28045324972563E-4
7.96234E-5,4.203304542582E-10,3.77518923385078E-8,4.25839554831512E-4,2.68051685869672E-4,1.99616122152471E-4,2.27970429628252E-4
7.98232E-5,4.20298887902498E-10,3.67826727090636E-8,4.26245586856722E-4,2.68173785062607E-4,1.99594887756996E-4,2.27956040331039E-4
8.00231E-5,4.20267305747818E-10,3.58133486229344E-8,4.26635458344432E-4,2.68284175638662E-4,1.9953267768721E-4,2.27883524440578E-4
8.02229E-5,4.20235739392116E-10,3.49159908863295E-8,4.27017339712751E-4,2.68387632589784E-4,1.99527167279319E-4,2.27891592427734E-4
8.04227E-5,4.20258080950948E-10,3.40267100650976E-8,4.27415381618569E-4,2.68502798157785E-4,1.99521656871428E-4,2.27899660414889E-4
8.06225E-5,4.20399678603671E-10,3.31379012518778E-8,4.27796828276823E-4,2.68605450464353E-4,1.99475839347031E-4,2.27850759463891E-4
8.08223E-5,4.20541276256395E-10,3.23140856284427E-8,4.28184956017012E-4,2.6871245103037E-4,1.99457175976639E-4,2.27833713932296E-4
8.10221E-5,4.20682873909118E-10,3.14975297446169E-8,4.28589679004765E-4,2.6883196485782E-4,1.99438512606247E-4,2.27816668400701E-4
8.12219E-5,4.20824196388262E-10,3.06816447447448E-8,4.28978255128138E-4,2.68939392775456E-4,1.99378370384928E-4,2.27742088379231E-4
8.14217E-5,4.20965514672686E-10,2.99248404106159E-8,4.2936047170581E-4,2.69040769645283E-4,1.99370523934035E-4,2.27748261061902E-4
8.16215E-5,4.21106832957111E-10,2.91746067601402E-8,4.29758835147861E-4,2.69154232424926E-4,1.99362677483143E-4,2.27754433744572E-4
8.18213E-5,4.21248335389708E-10,2.8424689784677E-8,4.30141021899523E-4,2.6925549422778E-4,1.99313205358895E-4,2.27702795758513E-4
8.20211E-5,4.21389933042432E-10,2.77288045568353E-8,4.30531252655653E-4,2.69362691606802E-4,1.99296317755057E-4,2.27687411227878E-4
8.22209E-5,4.21531530695155E-10,2.70387107160741E-8,4.30937660102172E-4,2.69482089962612E-4,1.9927943015122E-4,2.27672026697242E-4
8.24207E-5,4.21640708847427E-10,2.6348924436655E-8,4.31328247160291E-4,2.69589562450035E-4,1.99262542547382E-4,2.27656642166607E-4
8.26205E-5,4.21684901745411E-10,2.57084984977466E-8,4.31710872959808E-4,2.69689270338589E-4,1.99215160846831E-4,2.2760398165358E-4
8.28203E-5,4.21729094643395E-10,2.5073411116675E-8,4.32109319147726E-4,2.6980090409553E-4,1.99208275919763E-4,2.2760719491959E-4
8.30201E-5,4.21773287541378E-10,2.44385630445669E-8,4.3249189445643E-4,2.69900415534407E-4,1.99201390992694E-4,2.276104081856E-4
8.32199E-5,4.21817480439362E-10,2.38490977466199E-8,4.32880675715106E-4,2.70003963095848E-4,1.99148420589298E-4,2.27536011703778E-4
8.34197E-5,4.21861673337346E-10,2.32643451176765E-8,4.33285327852995E-4,2.70119632975354E-4,1.99136355472778E-4,2.27517998036332E-4
8.36195E-5,4.2190586623533E-10,2.26798226840261E-8,4.33674455059374E-4,2.70223124119167E-4,1.99124290356258E-4,2.27499984368886E-4
8.38193E-5,4.21949859142212E-10,2.21367923385078E-8,4.34060793143464E-4,2.70322441769159E-4,1.99079651378809E-4,2.27442846094328E-4
8.40191E-5,4.21993758013544E-10,2.15980522784176E-8,4.34462656159066E-4,2.70433938154844E-4,1.99075267808973E-4,2.27439881340934E-4
8.42189E-5,4.22037656884876E-10,2.1059553329995E-8,4.34849062243465E-4,2.705333098529E-4,1.99070884239138E-4,2.2743691658754E-4
8.44187E-5,4.2200304062594E-10,2.05588231347021E-8,4.35242479283819E-4,2.70636080942944E-4,1.99021691017676E-4,2.27365460946669E-4
8.46185E-5,4.21825367138128E-10,2.0061903555333E-8,4.35651353255375E-4,2.70750976720618E-4,1.99012976728693E-4,2.27348878623951E-4
8.48184E-5,4.21647604724646E-10,1.95648869804707E-8,4.36045049825666E-4,2.70854001513532E-4,1.98964685776068E-4,2.27278841772325E-4
8.50182E-5,4.21469931236834E-10,1.91030658487732E-8,4.36437328694496E-4,2.70953072847901E-4,1.9895598182295E-4,2.27272122349583E-4
8.5218E-5,4.21292257749022E-10,1.86448460190286E-8,4.36844784964591E-4,2.7106401516703E-4,1.98947277869833E-4,2.27265402926841E-4
8.54178E-5,4.2111458426121E-10,1.81867072608913E-8,4.37237288707731E-4,2.71162990586018E-4,1.98899324444645E-4,2.27206258380113E-4
8.56176E-5,4.20936910773398E-10,1.77607641641642E-8,4.37638110721959E-4,2.71265371361486E-4,1.98887715786515E-4,2.2718914837041E-4
8.58174E-5,4.20759237285585E-10,1.73377005508263E-8,4.38053885263144E-4,2.71379719037094E-4,1.98876107128384E-4,2.27172038360708E-4
8.60172E-5,4.20581563797773E-10,1.69146794692038E-8,4.38454823037422E-4,2.71482180327343E-4,1.98825353821214E-4,2.27102479772914E-4
8.6217E-5,4.20403890309961E-10,1.65212477215824E-8,4.38857057427104E-4,2.71581882261759E-4,1.98821308336863E-4,2.27097034679618E-4
8.64168E-5,4.20314925357412E-10,1.61306707561342E-8,4.39274128583693E-4,2.71693470581532E-4,1.98817262852511E-4,2.27091589586322E-4
8.66166E-5,4.20373256734387E-10,1.57403477716575E-8,4.39676724784697E-4,2.71793285542471E-4,1.98774444181412E-4,2.27034538733408E-4
8.68164E-5,4.20431588111362E-10,1.53769547821733E-8,4.4008969707247E-4,2.71897339301374E-4,1.98766499019521E-4,2.27018177620864E-4
8.70162E-5,4.20489904002407E-10,1.50160014521783E-8,4.40517144315827E-4,2.72013166419111E-4,1.9875855385763E-4,2.2700181650832E-4
8.7216E-5,4.20547925970509E-10,1.46552937406109E-8,4.4093035805015E-4,2.72117463752103E-4,1.98750608695739E-4,2.26985455395775E-4
8.74158E-5,4.2060594793861E-10,1.43195572358538E-8,4.41346196993203E-4,2.72219467333352E-4,1.98706470832976E-4,2.26923174446391E-4
8.76156E-5,4.20663969906711E-10,1.39861082623936E-8,4.41776269445292E-4,2.72333000699347E-4,1.98700319834905E-4,2.26911065298576E-4
8.78154E-5,4.20722209449293E-10,1.36528236354532E-8,4.42192348804236E-4,2.72435151720114E-4,1.98694168836835E-4,2.26898956150761E-4
8.80152E-5,4.20780532049353E-10,1.33422623435153E-8,4.42617593819102E-4,2.72540756497342E-4,1.98649660785627E-4,2.2683010471622E-4
8.8215E-5,4.20838854649413E-10,1.30336343014522E-8,4.43056831927111E-4,2.72657743619798E-4,1.9864279889449E-4,2.26810868839175E-4
8.84148E-5,4.20843176647608E-10,1.27251623935904E-8,4.43482253093298E-4,2.7276344918417E-4,1.98635937003353E-4,2.2679163296213E-4
8.86146E-5,4.20765613602167E-10,1.24378068602904E-8,4.43909991891817E-4,2.72866653486572E-4,1.98596483667242E-4,2.26730784772196E-4
8.88144E-5,4.20688050556726E-10,1.21522812719079E-8,4.44351547632159E-4,2.72981139347059E-4,1.98594384614495E-4,2.26719058653874E-4
8.90142E-5,4.20610486681716E-10,1.1866829794692E-8,4.44779643722315E-4,2.73084608737009E-4,1.98592285561748E-4,2.26707332535552E-4
8.9214E-5,4.20532911963883E-10,1.1600782223335E-8,4.45215546804649E-4,2.73190923345722E-4,1.9855148873026E-4,2.2664064086468E-4
8.94139E-5,4.20455298419865E-10,1.13362345518277E-8,4.45664909537169E-4,2.73308254424971E-4,1.98547514905915E-4,2.26623087691427E-4
8.96137E-5,4.20377723702032E-10,1.10719854782173E-8,4.46100972769224E-4,2.73414615567111E-4,1.98507063622626E-4,2.26557156571313E-4
8.98135E-5,4.20300157688835E-10,1.08257445445445E-8,4.46537417166058E-4,2.7351788113327E-4,1.98504434984308E-4,2.26544561085853E-4
9.00133E-5,4.20222594643394E-10,1.05809406109164E-8,4.46987161063358E-4,2.73632116636537E-4,1.9850180634599E-4,2.26531965600392E-4
9.02131E-5,4.20145031597954E-10,1.03363015523285E-8,4.47423772430794E-4,2.73735547547711E-4,1.98462908042008E-4,2.26470879689575E-4
9.04129E-5,4.201E-10,1.01079255383075E-8,4.47869353209561E-4,2.73843078385143E-4,1.98460304864303E-4,2.26452576379021E-4
9.06127E-5,4.201E-10,9.88103951927892E-9,4.48328066518193E-4,2.73961413814668E-4,1.98457701686598E-4,2.26434273068466E-4
9.08125E-5,4.201E-10,9.65422028542814E-9,4.48773835880143E-4,2.74068864886546E-4,1.98419012824355E-4,2.26368642317192E-4
9.10123E-5,4.20100027986759E-10,9.44269603905859E-9,4.49219828048429E-4,2.7417363848127E-4,1.98417192954841E-4,2.26355224115714E-4
9.12121E-5,4.20100328618718E-10,9.23242885828742E-9,4.49678764163398E-4,2.7428929643364E-4,1.98415373085328E-4,2.26341805914237E-4
9.14119E-5,4.20100629250677E-10,9.02224565348022E-9,4.50124995822478E-4,2.74394207263921E-4,1.9837781082964E-4,2.26281699040532E-4
9.16117E-5,4.20100929882636E-10,8.82599418627943E-9,4.5057624242788E-4,2.74500862315107E-4,1.9837481231865E-4,2.26262072026735E-4
9.18115E-5,4.20101230514595E-10,8.63085442663996E-9,4.51040193489171E-4,2.74618264488384E-4,1.98371813807659E-4,2.26242445012939E-4
9.20113E-5,4.20101531146554E-10,8.43578972458687E-9,4.51491590174592E-4,2.74724970907951E-4,1.98368815296668E-4,2.26222817999143E-4
9.22111E-5,4.20101831778513E-10,8.25390373560341E-9,4.51943679329194E-4,2.74830607220551E-4,1.98332470759458E-4,2.26163382061419E-4
9.24109E-5,4.20112859292701E-10,8.07305020030046E-9,4.52408322859667E-4,2.74946939286858E-4,1.98331624563241E-4,2.26150622148702E-4
9.26107E-5,4.20137514823175E-10,7.89226355032549E-9,4.52860564504765E-4,2.75052659214894E-4,1.98330778367023E-4,2.26137862235986E-4
9.28105E-5,4.20162170353649E-10,7.72341043565349E-9,4.53315320791571E-4,2.75159607426309E-4,1.98295309901061E-4,2.26070516100597E-4
9.30103E-5,4.20186791002107E-10,7.55546322483726E-9,4.53782478963752E-4,2.75277167775998E-4,1.98295272762667E-4,2.26050685713457E-4
9.32101E-5,4.20211142190791E-10,7.38758315473209E-9,4.5423746480283E-4,2.75383932826802E-4,1.98295235624274E-4,2.26030855326318E-4
