s [m],sigma at t_1 [C/m^2],sigma at t_2 [C/m^2],sigma at t_3 [C/m^2],sigma at t_4 [C/m^2],sigma at t_5 [C/m^2],sigma at t_6 [C/m^2]
2.0427E-5,4.26168801242236E-10,2.85014609582964E-5,3.59322446595363E-4,2.5664869647428E-4,2.24573271454021E-4,2.39165380255147E-4
2.05399E-5,4.2579035106383E-10,2.84189313829787E-5,3.59463257370286E-4,2.56721844468637E-4,2.24648604422894E-4,2.39222959298231E-4
2.06528E-5,4.25612873114463E-10,2.83295195208518E-5,3.5937734314691E-4,2.56431798313713E-4,2.23960572387388E-4,2.38517057201909E-4
2.07657E-5,4.25540446808511E-10,2.82366752659574E-5,3.59258605523044E-4,2.56110169071768E-4,2.23188021693358E-4,2.37670451125314E-4
2.08786E-5,4.25468382978723E-10,2.81437608156028E-5,3.591092186491E-4,2.55759193706604E-4,2.22415470999328E-4,2.3682384504872E-4
2.09915E-5,4.25902009760426E-10,2.80534414374445E-5,3.59329284407206E-4,2.56087315509868E-4,2.23038869076378E-4,2.37573803026075E-4
2.11044E-5,4.26594492907801E-10,2.7964602570922E-5,3.5957999941539E-4,2.56444783436352E-4,2.23717549605495E-4,2.38373365397502E-4
2.12173E-5,4.27288180124224E-10,2.78756385093168E-5,3.59884798133725E-4,2.56860668507371E-4,2.24396230134612E-4,2.3917292776893E-4
2.13303E-5,4.27366462765957E-10,2.77834837765957E-5,3.59776571300332E-4,2.56728129426384E-4,2.24172425799405E-4,2.38880307772368E-4
2.14432E-5,4.27135453416149E-10,2.76899123336291E-5,3.59614260756787E-4,2.56537173200861E-4,2.23854176015614E-4,2.38539835982899E-4
2.15561E-5,4.26903510638298E-10,2.7596335106383E-5,3.59373474442586E-4,2.56266207548641E-4,2.23389027363565E-4,2.38079824941652E-4
2.1669E-5,4.26430028393966E-10,2.75078685891748E-5,3.59487879214619E-4,2.56322186038075E-4,2.23505344786212E-4,2.382463922855E-4
2.17819E-5,4.25839005319149E-10,2.74221021276596E-5,3.59680759757308E-4,2.56458173954205E-4,2.23621662208859E-4,2.38412959629348E-4
2.18948E-5,4.25248482269504E-10,2.73362914893617E-5,3.59928418840161E-4,2.56653105363921E-4,2.23849316085558E-4,2.386861682643E-4
2.20077E-5,4.25220759538598E-10,2.72418559893523E-5,3.59944962928908E-4,2.56593478951138E-4,2.2356454566583E-4,2.3837259482652E-4
2.21206E-5,4.25465046099291E-10,2.71433404255319E-5,3.59906728477493E-4,2.56474909044769E-4,2.23279775246102E-4,2.3805902138874E-4
2.22335E-5,4.25709409050577E-10,2.70447262644188E-5,3.59856529023611E-4,2.56342331009949E-4,2.22975453680155E-4,2.3773568802263E-4
2.23464E-5,4.2592924822695E-10,2.69522904255319E-5,3.59739056915935E-4,2.56247818434993E-4,2.2300869795687E-4,2.37943986469659E-4
2.24593E-5,4.261375581189E-10,2.68627572315883E-5,3.59633549810727E-4,2.56167313988488E-4,2.23041942233585E-4,2.38152284916687E-4
2.25722E-5,4.2634580141844E-10,2.67731844858156E-5,3.59486347248435E-4,2.56045389072612E-4,2.22993972851576E-4,2.38281190486887E-4
2.26851E-5,4.2647349068323E-10,2.66772652173913E-5,3.59656441403783E-4,2.56079026041837E-4,2.22880436376087E-4,2.38046419479477E-4
2.2798E-5,4.26563595744681E-10,2.65785868794326E-5,3.59868231016215E-4,2.56154083480432E-4,2.22766899900599E-4,2.37811648472067E-4
2.29109E-5,4.26653675531915E-10,2.64799310283688E-5,3.60097864504362E-4,2.56250864661499E-4,2.22699643656238E-4,2.37645523182436E-4
2.30238E-5,4.26570741792369E-10,2.63844114463177E-5,3.60191797804648E-4,2.56329533700223E-4,2.22567087173286E-4,2.3759453676187E-4
2.31367E-5,4.26408553191489E-10,2.62904709219858E-5,3.60267887229218E-4,2.56386478996476E-4,2.22434530690335E-4,2.37543550341304E-4
2.32496E-5,4.26246310559006E-10,2.61964614906832E-5,3.60337386331103E-4,2.5643864910779E-4,2.22301974207383E-4,2.37492563920738E-4
2.33625E-5,4.2613177393617E-10,2.60998281028369E-5,3.60389872822178E-4,2.56613485710737E-4,2.22892972329027E-4,2.38220052653765E-4
2.34754E-5,4.26038634427684E-10,2.60019815439219E-5,3.60448949635938E-4,2.56793097498622E-4,2.23517100524873E-4,2.39040426620464E-4
2.35883E-5,4.25945526595745E-10,2.59041682624114E-5,3.60497655905485E-4,2.56962019033762E-4,2.24141228720718E-4,2.39860800587163E-4
2.37012E-5,4.26010793256433E-10,2.58065299023957E-5,3.60536343988968E-4,2.56726916624919E-4,2.23285833114658E-4,2.38738172536576E-4
2.38141E-5,4.26145949468085E-10,2.57090171985816E-5,3.60585402616664E-4,2.56502504468821E-4,2.22443729913419E-4,2.37606181898714E-4
2.3927E-5,4.26281069148936E-10,2.56115308510638E-5,3.60643792155031E-4,2.56288557026389E-4,2.2160162671218E-4,2.36474191260852E-4
2.40399E-5,4.26262643300799E-10,2.55155903283052E-5,3.60738538521195E-4,2.564750543702E-4,2.22101159581447E-4,2.37201462068364E-4
2.41528E-5,4.26176845744681E-10,2.54203805851064E-5,3.60823953976688E-4,2.56651087000346E-4,2.22563949522967E-4,2.37853776168042E-4
2.42657E-5,4.26090716060337E-10,2.53250670807453E-5,3.60906131449991E-4,2.56826027188698E-4,2.23026739464486E-4,2.38506090267719E-4
2.43786E-5,4.26001808510638E-10,2.52216127659574E-5,3.60993954029808E-4,2.56867399419969E-4,2.23061038841273E-4,2.38386178956303E-4
2.44915E-5,4.2591307985803E-10,2.51147218278616E-5,3.61085014591815E-4,2.56909864093032E-4,2.2311380945076E-4,2.38327993249487E-4
2.46044E-5,4.25823569148936E-10,2.50078992021277E-5,3.61181259520877E-4,2.56959822741431E-4,2.23166580060247E-4,2.38269807542672E-4
2.47174E-5,4.25918636202307E-10,2.49123995563443E-5,3.61304359521774E-4,2.57089121942068E-4,2.23205619216138E-4,2.38284531290843E-4
2.48303E-5,4.26090125E-10,2.4821725E-5,3.61422275155614E-4,2.57210927167369E-4,2.23231751659509E-4,2.38277374645289E-4
2.49432E-5,4.26261985815603E-10,2.47310446808511E-5,3.61542109541959E-4,2.57336293509405E-4,2.2325331250866E-4,2.38233787504943E-4
2.50561E-5,4.26289256433008E-10,2.46300726708075E-5,3.61518666849287E-4,2.57310196937852E-4,2.23507659638509E-4,2.38603874277526E-4
2.5169E-5,4.26257219858156E-10,2.45249526595745E-5,3.61493305404111E-4,2.57280539249565E-4,2.23762006768358E-4,2.38973961050109E-4
2.52819E-5,4.26225171251109E-10,2.44197931677019E-5,3.61460568462873E-4,2.57240127567983E-4,2.24017774993851E-4,2.39394042368627E-4
2.53948E-5,4.26153835106383E-10,2.43161024822695E-5,3.61401143049613E-4,2.56931674677228E-4,2.23175689310035E-4,2.38368480099646E-4
2.55077E-5,4.26066702750665E-10,2.42130173913043E-5,3.61349093132415E-4,2.56633975779767E-4,2.2233360362622E-4,2.37342917830665E-4
2.56206E-5,4.25979603723404E-10,2.41099285460993E-5,3.61290778828392E-4,2.56331599651835E-4,2.2147663337621E-4,2.36307116016809E-4
2.57335E-5,4.2600243566992E-10,2.40066997338066E-5,3.61433969547952E-4,2.56687434702777E-4,2.22267155947166E-4,2.37300257104018E-4
2.58464E-5,4.26068510638298E-10,2.39035546099291E-5,3.61583424654337E-4,2.57047946984191E-4,2.23057678518123E-4,2.38293398191227E-4
2.59593E-5,4.26134569148936E-10,2.38003912234043E-5,3.61712882345812E-4,2.57391912616443E-4,2.23789957584177E-4,2.39166664753305E-4
2.60722E-5,4.26091606921029E-10,2.36987950310559E-5,3.61710975929458E-4,2.57286695021492E-4,2.23571873110976E-4,2.38897528482469E-4
2.61851E-5,4.26006510638298E-10,2.35980255319149E-5,3.61729066928014E-4,2.57198024075704E-4,2.23353788637775E-4,2.38628392211634E-4
2.6298E-5,4.2592138065661E-10,2.34971992014197E-5,3.61761001675884E-4,2.57122167358288E-4,2.23135704164574E-4,2.38359255940798E-4
2.64109E-5,4.25919781914894E-10,2.33946428191489E-5,3.61799505815169E-4,2.57010179655554E-4,2.22783178126044E-4,2.38023829890868E-4
2.65238E-5,4.25951283052351E-10,2.3291457675244E-5,3.61824166205141E-4,2.56885377724449E-4,2.22381958094468E-4,2.37579541388982E-4
2.66367E-5,4.25982590425532E-10,2.31882686170213E-5,3.61829225783949E-4,2.56741981042778E-4,2.21980738062892E-4,2.37135252887095E-4
2.67496E-5,4.25962519964508E-10,2.30836229813665E-5,3.61938781678462E-4,2.56877922195079E-4,2.22216858348226E-4,2.37434393920442E-4
2.68625E-5,4.2592347606383E-10,2.29785779255319E-5,3.62067938384139E-4,2.57032458097945E-4,2.22487596051295E-4,2.3776141497546E-4
2.69754E-5,4.25884441489362E-10,2.28735117021277E-5,3.62182767734048E-4,2.571747166851E-4,2.22758333754364E-4,2.38088436030478E-4
2.70883E-5,4.25978200532387E-10,2.27674697426797E-5,3.62257019196652E-4,2.57166220611375E-4,2.22651799755843E-4,2.38015819564398E-4
2.72012E-5,4.26120359929078E-10,2.26610770390071E-5,3.62345598015024E-4,2.57170001853361E-4,2.2258023804669E-4,2.38002393089414E-4
2.73141E-5,4.26262578527063E-10,2.25546870452529E-5,3.62483540068182E-4,2.57224991282672E-4,2.22508676337537E-4,2.3798896661443E-4
2.7427E-5,4.26373021276596E-10,2.24467453900709E-5,3.62515404339781E-4,2.57255479910415E-4,2.22583055079748E-4,2.38078249280077E-4
2.75399E-5,4.26471434782609E-10,2.2338252173913E-5,3.62497905376593E-4,2.57234760350833E-4,2.22558394254141E-4,2.38074274948368E-4
2.76528E-5,4.26569544326241E-10,2.22298311170213E-5,3.62425792613111E-4,2.57157911207687E-4,2.22533733428533E-4,2.38070300616658E-4
2.77657E-5,4.26267127772848E-10,2.21291527062999E-5,3.62388458010285E-4,2.57026943340469E-4,2.22157894238922E-4,2.37764109772511E-4
2.78786E-5,4.25824634751773E-10,2.20313179078014E-5,3.62405737207754E-4,2.56952105056816E-4,2.21883691276532E-4,2.3753595801928E-4
2.79916E-5,4.2538185106383E-10,2.19332957446808E-5,3.62437654019634E-4,2.56892568252899E-4,2.21642941538849E-4,2.37346822570037E-4
2.81045E-5,4.25275716060337E-10,2.18241253771074E-5,3.6242076720962E-4,2.5689933242831E-4,2.21678606359397E-4,2.37556179615705E-4
2.82174E-5,4.25285473404255E-10,2.17112747340426E-5,3.62389242785195E-4,2.56890795123985E-4,2.21714271179945E-4,2.37765536661373E-4
2.83303E-5,4.25293991126886E-10,2.15983251109139E-5,3.62342700338631E-4,2.56867590409458E-4,2.21717329380721E-4,2.37929078272759E-4
2.84432E-5,4.2553525E-10,2.1489825E-5,3.62394875685569E-4,2.56889546704995E-4,2.21634646057357E-4,2.37884696665126E-4
2.85561E-5,4.25854745341615E-10,2.13827590062112E-5,3.62462069054646E-4,2.56926170410735E-4,2.21551962733993E-4,2.37840315057493E-4
2.8669E-5,4.26174098404255E-10,2.12757406914894E-5,3.6251810952275E-4,2.56953158843343E-4,2.21453060531294E-4,2.37792649537298E-4
2.87819E-5,4.26275626441881E-10,2.11708616681455E-5,3.62627156366597E-4,2.56973993936544E-4,2.21335629511038E-4,2.37685371833802E-4
2.88948E-5,4.26306414893617E-10,2.10668223404255E-5,3.62747356111416E-4,2.57004464302876E-4,2.21218198490781E-4,2.37578094130307E-4
2.90077E-5,4.26336706299911E-10,2.09626848269743E-5,3.62867720547661E-4,2.57037185117291E-4,2.21104095512591E-4,2.37468677784824E-4
2.91206E-5,4.2623257712766E-10,2.08524305851064E-5,3.62959808711092E-4,2.57112843220092E-4,2.21153139769896E-4,2.37563827290397E-4
2.92335E-5,4.26085446808511E-10,2.07403070921986E-5,3.63051732183098E-4,2.57186250874811E-4,2.212021840272E-4,2.3765897679597E-4
2.93464E-5,4.25938977817214E-10,2.06281322981366E-5,3.63139275337525E-4,2.57256613684214E-4,2.21241834302851E-4,2.3773476484196E-4
2.94593E-5,4.25887246453901E-10,2.05202737588652E-5,3.63236573310804E-4,2.57271428553584E-4,2.21253615745192E-4,2.37777741895106E-4
2.95722E-5,4.25865212067436E-10,2.04137837622005E-5,3.63338251601663E-4,2.57289288268272E-4,2.21265397187533E-4,2.37820718948253E-4
2.96851E-5,4.25843187943262E-10,2.03072143617021E-5,3.63443163360096E-4,2.57311687000221E-4,2.21277178629873E-4,2.37863696001399E-4
2.9798E-5,4.2587169299024E-10,2.02007007985803E-5,3.6350150213534E-4,2.57341913657402E-4,2.21231159156748E-4,2.37777573101572E-4
2.99109E-5,4.2591497429078E-10,2.00942844858156E-5,3.63556607443008E-4,2.57367601297321E-4,2.21175028944282E-4,2.37675774849006E-4
3.00238E-5,4.25958041703638E-10,1.99877409937888E-5,3.63602714586431E-4,2.57385482712866E-4,2.21118898731816E-4,2.37573976596441E-4
3.01367E-5,4.25880276595745E-10,1.98754535460993E-5,3.63673061910587E-4,2.57427689126676E-4,2.21198226024491E-4,2.37721253506944E-4
3.02496E-5,4.25766175531915E-10,1.97616066489362E-5,3.63752407398988E-4,2.57477701764862E-4,2.21295057103185E-4,2.37887708128853E-4
3.03625E-5,4.25651224489796E-10,1.96477280390417E-5,3.63846128693906E-4,2.57542926061004E-4,2.21391888181879E-4,2.38054162750762E-4
3.04754E-5,4.25664425531915E-10,1.9540475177305E-5,3.63853469350116E-4,2.5753108145904E-4,2.2137643419492E-4,2.38042614828446E-4
3.05883E-5,4.25716280390417E-10,1.94351096716948E-5,3.63846434199809E-4,2.5750402519912E-4,2.21332991396302E-4,2.38013492947183E-4
3.07012E-5,4.25768336879433E-10,1.93297178191489E-5,3.63812973271002E-4,2.57452533340872E-4,2.21289548597684E-4,2.3798437106592E-4
3.08141E-5,4.25790881987578E-10,1.92189663708962E-5,3.64025915331709E-4,2.57590918316025E-4,2.21290079713042E-4,2.38011826532778E-4
3.0927E-5,4.25805675531915E-10,1.91069005319149E-5,3.64265283170917E-4,2.57753738889505E-4,2.21340871070937E-4,2.38089002176519E-4
3.10399E-5,4.25819919254658E-10,1.89947459627329E-5,3.64545801207778E-4,2.57959965478207E-4,2.21391662428832E-4,2.38166177820259E-4
3.11528E-5,4.25752707446809E-10,1.88864518617021E-5,3.6449286580059E-4,2.57809937709781E-4,2.21270092174424E-4,2.38070110904104E-4
3.12658E-5,4.25664113475177E-10,1.87791619680851E-5,3.64398780195748E-4,2.57616503926132E-4,2.21063076776913E-4,2.37890634517025E-4
3.13787E-5,4.25575974267968E-10,1.86718925465839E-5,3.6426704323736E-4,2.5738486396964E-4,2.20794194326369E-4,2.3768074378822E-4
3.14916E-5,4.25692884751773E-10,1.85612996453901E-5,3.64436321821837E-4,2.57469188197889E-4,2.20694701687473E-4,2.37573383768179E-4
3.16045E-5,4.25866158828749E-10,1.8449801863354E-5,3.6464325175986E-4,2.57591718598981E-4,2.20595209048577E-4,2.37466023748138E-4
3.17174E-5,4.26039344858156E-10,1.83383821808511E-5,3.64870799123238E-4,2.57738467006963E-4,2.20530098700227E-4,2.37365113731666E-4
3.18303E-5,4.2592516592724E-10,1.82284060337178E-5,3.64852256472709E-4,2.57781601308616E-4,2.20786295901563E-4,2.37748821438401E-4
3.19432E-5,4.25733170212766E-10,1.81189677304965E-5,3.64813096396825E-4,2.57800517603377E-4,2.21042493102898E-4,2.38132529145135E-4
3.20561E-5,4.25541657497782E-10,1.80094940550133E-5,3.64759379921186E-4,2.57805104987246E-4,2.21265848684641E-4,2.38471180081589E-4
3.2169E-5,4.2554722606383E-10,1.79007117907801E-5,3.6480560803987E-4,2.57771503165938E-4,2.21094218026849E-4,2.38266901001374E-4
3.22819E-5,4.25604276595745E-10,1.77921156028369E-5,3.64866392558311E-4,2.57752230255523E-4,2.20922587369057E-4,2.38062621921159E-4
3.23948E-5,4.25662163265306E-10,1.76833632653061E-5,3.6491458035896E-4,2.57722377163256E-4,2.20733366543752E-4,2.37854469952174E-4
3.25077E-5,4.25767247340426E-10,1.7572017287234E-5,3.65028860243412E-4,2.57715807144475E-4,2.20683125161353E-4,2.37853038558199E-4
3.26206E-5,4.25885232475599E-10,1.74600187222715E-5,3.65155736845656E-4,2.57719817307546E-4,2.20632883778953E-4,2.37851607164224E-4
3.27335E-5,4.26002558510638E-10,1.73480196808511E-5,3.65292769606092E-4,2.57735152610441E-4,2.20614548832821E-4,2.37907141434051E-4
3.28464E-5,4.25839310559006E-10,1.72381844720497E-5,3.65282751771569E-4,2.57606977254264E-4,2.20239634711484E-4,2.37465524441357E-4
3.29593E-5,4.25606062943262E-10,1.71289685283688E-5,3.65262577778855E-4,2.57467476758261E-4,2.19864720590147E-4,2.37023907448664E-4
3.30722E-5,4.25372690328305E-10,1.70196940550133E-5,3.65221873260961E-4,2.57308368880649E-4,2.19489806468809E-4,2.36582290455971E-4
3.31851E-5,4.25474308510638E-10,1.69112833333333E-5,3.65300502858593E-4,2.57393765307469E-4,2.19643489246792E-4,2.36938571988906E-4
3.3298E-5,4.25657470744681E-10,1.68031680851064E-5,3.65399662981405E-4,2.57498769115897E-4,2.19833104865957E-4,2.37325106707115E-4
3.34109E-5,4.25840763975155E-10,1.66949142857143E-5,3.65501012797708E-4,2.57608240558227E-4,2.20022720485123E-4,2.37711641425325E-4
3.35238E-5,4.25842042553191E-10,1.65863765957447E-5,3.65551457418059E-4,2.57577831142801E-4,2.20052644409917E-4,2.37740180582499E-4
3.36367E-5,4.25799975155279E-10,1.64777834960071E-5,3.6559971234492E-4,2.57542954093472E-4,2.20086802740738E-4,2.37811423417675E-4
3.37496E-5,4.25757930851064E-10,1.63691880319149E-5,3.65645642723816E-4,2.57507027516956E-4,2.20120961071559E-4,2.37882666252851E-4
3.38625E-5,4.25682539485359E-10,1.62580753327418E-5,3.65772804102025E-4,2.57484737922529E-4,2.19771907304648E-4,2.37468627775833E-4
3.39754E-5,4.25600265957447E-10,1.61465393617021E-5,3.65902290028199E-4,2.57463497855288E-4,2.19415062775926E-4,2.37016950640455E-4
3.40883E-5,4.25518949423248E-10,1.60349600709849E-5,3.66027749370438E-4,2.57442112402986E-4,2.19058218247204E-4,2.36565273505076E-4
3.42012E-5,4.25601162234043E-10,1.59263824468085E-5,3.66189792794697E-4,2.57593817271504E-4,2.19365657446053E-4,2.36991077452984E-4
3.43141E-5,4.25720267730496E-10,1.58185686170213E-5,3.66355862802891E-4,2.57745667525085E-4,2.19677898573599E-4,2.37422737834677E-4
3.4427E-5,4.25838640638864E-10,1.57106130434783E-5,3.66525345558299E-4,2.5790199548471E-4,2.19990139701146E-4,2.37854398216371E-4
3.454E-5,4.25777907801418E-10,1.56035897163121E-5,3.66440263935112E-4,2.5775526773549E-4,2.19807936389016E-4,2.37678268337255E-4
3.46529E-5,4.25676923691216E-10,1.54968174800355E-5,3.6635176956471E-4,2.57604062280224E-4,2.19624121896815E-4,2.37523704188718E-4
3.47658E-5,4.25576641843972E-10,1.53901062056738E-5,3.6625721146099E-4,2.57446939963711E-4,2.19435004214563E-4,2.3737302705842E-4
3.48787E-5,4.25544971606034E-10,1.52796203194321E-5,3.66404003781831E-4,2.57475638621608E-4,2.19441213848707E-4,2.37429895511483E-4
3.49916E-5,4.25528780141844E-10,1.51684872340426E-5,3.66556859835991E-4,2.57510254140753E-4,2.1944742348285E-4,2.37486763964545E-4
3.51045E-5,4.2551192635315E-10,1.50572245785271E-5,3.66708734198603E-4,2.5754679728253E-4,2.19459449925833E-4,2.3755999311823E-4
3.52174E-5,4.25528064716312E-10,1.49495734042553E-5,3.66787892578416E-4,2.57515526751841E-4,2.19256618355939E-4,2.37256321773657E-4
3.53303E-5,4.25551914893617E-10,1.48426787234043E-5,3.66868032649775E-4,2.57482328598519E-4,2.19053786786045E-4,2.36952650429084E-4
3.54432E-5,4.2557512244898E-10,1.47356221827862E-5,3.66950209005948E-4,2.57451869795785E-4,2.18868108190198E-4,2.36696325007477E-4
3.55561E-5,4.2556235106383E-10,1.46293606382979E-5,3.66989488475367E-4,2.57434604683862E-4,2.18756868064652E-4,2.36666942372512E-4
3.5669E-5,4.25542318544809E-10,1.45232716947649E-5,3.67026731659973E-4,2.5741460022135E-4,2.18645627939105E-4,2.36637559737548E-4
3.57819E-5,4.2552229787234E-10,1.44171787234043E-5,3.67055108670976E-4,2.57388413850271E-4,2.18503010198843E-4,2.3652604036106E-4
3.58948E-5,4.25466285714286E-10,1.43091653061224E-5,3.67211498980363E-4,2.57605251977118E-4,2.19033638990757E-4,2.37212376619161E-4
3.60077E-5,4.25403220744681E-10,1.42008537234043E-5,3.67376755463351E-4,2.57828272012532E-4,2.19564267782672E-4,2.37898712877262E-4
3.61206E-5,4.25340118012422E-10,1.4092477284827E-5,3.67548609033868E-4,2.58061479563842E-4,2.20105242533324E-4,2.3857902590207E-4
3.62335E-5,4.25436734042553E-10,1.39857627659574E-5,3.67631269592648E-4,2.57992391046999E-4,2.19732593357572E-4,2.38030749260778E-4
3.63464E-5,4.25563846631206E-10,1.38794526595745E-5,3.67707333063899E-4,2.57913115014259E-4,2.19359944181821E-4,2.37482472619485E-4
3.64593E-5,4.25690211180124E-10,1.3773079148181E-5,3.67774047678077E-4,2.57823996895673E-4,2.18987295006069E-4,2.36934195978192E-4
3.65722E-5,4.25748822695035E-10,1.36655886524823E-5,3.67769234016471E-4,2.57722129883786E-4,2.18781862810025E-4,2.36846495324368E-4
3.66851E-5,4.25794897959184E-10,1.35578125998225E-5,3.67773769211939E-4,2.57630104957746E-4,2.18568842843163E-4,2.36686091940834E-4
3.6798E-5,4.25840098404255E-10,1.34501024822695E-5,3.6777023808573E-4,2.57530777521614E-4,2.18355822876301E-4,2.365256885573E-4
3.69109E-5,4.2566971162378E-10,1.3344022715173E-5,3.67828289503153E-4,2.57653718003934E-4,2.18796322492793E-4,2.37111824545726E-4
3.70238E-5,4.25461347517731E-10,1.3238399822695E-5,3.67894407242252E-4,2.57783960996347E-4,2.1926253822874E-4,2.37762025262997E-4
3.71367E-5,4.25252155279503E-10,1.31327267080745E-5,3.67958350446874E-4,2.5791402011336E-4,2.19728753964687E-4,2.38412225980267E-4
3.72496E-5,4.25258485815603E-10,1.30283119680851E-5,3.68044112186969E-4,2.57892111680236E-4,2.1950245054934E-4,2.38081667323806E-4
3.73625E-5,4.25303377659574E-10,1.2924204964539E-5,3.68132048461543E-4,2.57870387122512E-4,2.19284953370685E-4,2.37782065682249E-4
3.74754E-5,4.25348451641526E-10,1.28199485359361E-5,3.68215884565691E-4,2.57845746356316E-4,2.19067456192031E-4,2.37482464040693E-4
3.75883E-5,4.25443116134752E-10,1.27147162234043E-5,3.68325411286355E-4,2.57874484067215E-4,2.19003704643302E-4,2.37433273861634E-4
3.77012E-5,4.25546285714286E-10,1.26093285714286E-5,3.68439038177446E-4,2.57906137986587E-4,2.18932638979839E-4,2.37341238529977E-4
3.78142E-5,4.25649481382979E-10,1.25039287234043E-5,3.685502768469E-4,2.57937820819725E-4,2.18857714869618E-4,2.37236072789884E-4
