t [s],U_a [V],U_m [V],U_g [V],I [A]
3.94983457920823E-6,2989.98251378539,677.403815824408,2312.57869796098,0.00875
3.94984298120506E-6,2989.98328967045,678.598832409672,2311.38445726078,0.00876
3.94985137769505E-6,2989.98406501702,679.790779396293,2310.19328562072,0.00877
3.94985973791883E-6,2989.98483698493,680.977147871248,2309.00768911368,0.00879
3.94986814126901E-6,2989.98561290512,682.169331203147,2307.81628170198,0.0088
3.94987652472081E-6,2989.98638695811,683.357444395453,2306.62894256265,0.00882
3.94988491616653E-6,2989.98716171927,684.544980142286,2305.44218157698,0.00882
3.94989329355795E-6,2989.98793515299,685.729891571013,2304.25804358197,0.00884
3.94990169122389E-6,2989.98871042859,686.916040770853,2303.07266965774,0.00885
3.94991006561075E-6,2989.98948352523,688.098092175094,2301.89139135013,0.00886
3.94991844772569E-6,2989.99025730545,689.279393875691,2300.71086342976,0.00887
3.94992679252422E-6,2989.99102761121,690.453441395127,2299.53758621608,0.00889
3.94993511251691E-6,2989.9917955977,691.622780396969,2298.36901520073,0.00891
3.9499433909741E-6,2989.99255972101,692.785086296762,2297.20747342424,0.00891
3.94995163320509E-6,2989.99332047161,693.940500574745,2296.05281989686,0.00893
3.94995983393128E-6,2989.99407736271,695.091443608669,2294.90263375404,0.00894
3.94996806946112E-6,2989.99483743726,696.247997410161,2293.7468400271,0.00895
3.94997628772972E-6,2989.99559589002,697.400823642586,2292.59477224743,0.00897
3.94998449885202E-6,2989.99635365458,698.553418498879,2291.4429351557,0.00897
3.94999271099893E-6,2989.99711148505,699.705027501905,2290.29208398315,0.00898
3.95000088858503E-6,2989.99786609771,700.851297548548,2289.14656854916,0.009
3.95000907170322E-6,2989.99862119242,701.997379161305,2288.00124203111,0.00901
3.95001721012676E-6,2989.99937213472,703.135943224617,2286.8634289101,0.00902
3.95002533135609E-6,2990.00012146243,704.271992070157,2285.72812939227,0.00904
3.95003344857781E-6,2990.00087039236,705.407897228823,2284.59297316353,0.00904
3.95004157695871E-6,2990.00162032382,706.545532711804,2283.45608761202,0.00905
3.95004971682231E-6,2990.00237128656,707.686121980865,2282.3162493057,0.00906
3.95005790061642E-6,2990.00312627383,708.831653067051,2281.17147320678,0.00908
3.95006607641309E-6,2990.00388049488,709.975588973191,2280.02829152169,0.0091
3.95007428741321E-6,2990.00463793488,711.122810767798,2278.88182716708,0.0091
3.95008247133578E-6,2990.00539284855,712.264721906471,2277.74067094208,0.00911
3.95009065761859E-6,2990.00614795146,713.405463988825,2276.60068396263,0.00912
3.95009883694855E-6,2990.00690238459,714.543639023331,2275.46326336126,0.00914
3.95010701479161E-6,2990.00765665216,715.680186498211,2274.32747015395,0.00915
3.9501151589643E-6,2990.00840778597,716.810775226265,2273.1976325597,0.00917
3.95012331916655E-6,2990.0091603699,717.944071104439,2272.06508926546,0.00917
3.95013147675094E-6,2990.00991268412,719.075732861001,2270.93417982312,0.00919
3.95013961079421E-6,2990.01066279916,720.20305638136,2269.80760641779,0.0092
3.95014772138783E-6,2990.01141072369,721.326427703064,2268.68498302062,0.00921
3.95015585303157E-6,2990.01216056131,722.452463935899,2267.55969662541,0.00923
3.95016393822063E-6,2990.01290608738,723.571998503358,2266.44090758402,0.00923
3.9501720497466E-6,2990.01365401404,724.6949721749,2265.31868183914,0.00924
3.95018012879605E-6,2990.01439891839,725.812710422794,2264.20168849559,0.00926
3.9501882099841E-6,2990.01514399217,726.931017529708,2263.08412646246,0.00927
3.95019628783461E-6,2990.0158887305,728.048361424302,2261.9675273062,0.00929
3.95020438309714E-6,2990.01663504632,729.168777481879,2260.84785756444,0.00929
3.95021247610765E-6,2990.01738112669,730.287197654799,2259.73018347189,0.0093
3.95022053707627E-6,2990.0181242255,731.40006758545,2258.61805664005,0.00931
3.9502286005312E-6,2990.01886752589,732.513684771851,2257.50518275404,0.00933
3.95023667358715E-6,2990.01961168363,733.629010069924,2256.3906016137,0.00935
3.95024473068685E-6,2990.02035434294,734.741413176567,2255.27894116638,0.00935
3.95025277461579E-6,2990.02109576073,735.852208855758,2254.16888690497,0.00936
3.95026084003187E-6,2990.0218391314,736.965676722925,2253.05616240848,0.00937
3.95026886200398E-6,2990.02257847053,738.072510278903,2251.95006819162,0.00938
3.95027690534772E-6,2990.0233197519,739.182935974379,2250.84038377752,0.0094
3.95028495830692E-6,2990.02406189189,740.294795526836,2249.72926636506,0.0094
3.95029301887929E-6,2990.0248047059,741.409046106865,2248.61575859904,0.00941
3.95030108238072E-6,2990.02554776221,742.522394477062,2247.50315328515,0.00943
3.95030913273635E-6,2990.02628957956,743.630558088715,2246.39573149085,0.00944
3.95031716884818E-6,2990.02703005692,744.736825708746,2245.29020434818,0.00945
3.95032521226931E-6,2990.02777118031,745.845190670561,2244.18258050975,0.00947
3.95033326806947E-6,2990.02851341674,746.956164951553,2243.07234846519,0.00947
3.95034133052825E-6,2990.02925623907,748.068073019307,2241.96118321977,0.00948
3.95034935975497E-6,2990.02999597217,749.173735230171,2240.85626074199,0.0095
3.95035737944584E-6,2990.03073479937,750.278812401702,2239.75192239767,0.00951
3.95036540350848E-6,2990.03147400198,751.384786060097,2238.64668794189,0.00953
3.9503734075042E-6,2990.03221132871,752.487262568077,2237.54494876063,0.00953
3.95038139050458E-6,2990.03294669422,753.587564807045,2236.44538188718,0.00954
3.95038938869354E-6,2990.0336834317,754.689684312114,2235.34399911959,0.00955
3.95039733064088E-6,2990.03441496169,755.783755885978,2234.25065907572,0.00956
3.95040527072361E-6,2990.03514629314,756.877941416312,2233.15720487683,0.00958
3.95041322067456E-6,2990.03587850668,757.976217676947,2232.05966082973,0.00958
3.95042120230911E-6,2990.03661361134,759.07998748921,2230.95662612213,0.00959
3.95042913927328E-6,2990.03734457504,760.176575633624,2229.86076894142,0.0096
3.95043705717309E-6,2990.03807375632,761.270804297141,2228.76726945918,0.00962
3.95044497264134E-6,2990.03880268704,762.365788831394,2227.67301385564,0.00962
3.9504529002565E-6,2990.03953270967,763.464426705086,2226.57510600458,0.00963
3.95046084601509E-6,2990.04026437625,764.564786532995,2225.47547784326,0.00964
3.95046875485744E-6,2990.04099261685,765.661501170924,2224.37949144593,0.00965
3.9504767040995E-6,2990.04172455065,766.763949102139,2223.27777544851,0.00968
3.9504846031329E-6,2990.04245183483,767.856492068873,2222.18595976596,0.00968
3.95049248624065E-6,2990.04317762627,768.946457543489,2221.09672008278,0.00969
3.95050037992184E-6,2990.04390436473,770.041508637066,2220.00239572766,0.00969
3.95050829059991E-6,2990.04463264146,771.140904903878,2218.90372773758,0.0097
3.95051621936394E-6,2990.04536255654,772.243651013559,2217.80171154298,0.00973
3.95052408003056E-6,2990.04608617627,773.332566105572,2216.71352007069,0.00973
3.95053193105687E-6,2990.04680888233,774.4215206785,2215.62528820383,0.00974
3.9505397578832E-6,2990.04752933466,775.511012995352,2214.53651633931,0.00975
3.95054765717279E-6,2990.04825643078,776.613971719988,2213.43428471079,0.00975
3.95055543417898E-6,2990.04897224532,777.696186434736,2212.35278581058,0.00978
3.95056318536456E-6,2990.04968565769,778.773708006802,2211.27597765089,0.00978
3.95057086326396E-6,2990.0503922997,779.844076764958,2210.20631553474,0.00978
3.95057857794474E-6,2990.05110230168,780.927055445358,2209.12404685632,0.00979
3.95058636923688E-6,2990.05181932873,782.027803676746,2208.02401565199,0.0098
3.95059420501344E-6,2990.05254042364,783.135738642331,2206.9168017813,0.0098
3.95060202675461E-6,2990.0532602009,784.241115161836,2205.81214503906,0.00981
3.95060987866716E-6,2990.05398272846,785.35223109643,2204.70175163203,0.00982
3.95061773643989E-6,2990.05470576905,786.460176649951,2203.59452911909,0.00984
3.95062553719338E-6,2990.055423537,787.556999497993,2202.498424039,0.00986
3.95063334766976E-6,2990.05614217367,788.654813181211,2201.40132899246,0.00986
3.95064106237237E-6,2990.05685197281,789.739373616525,2200.31747835628,0.00987
3.95064879585382E-6,2990.05756347433,790.830404894099,2199.22715858023,0.00988
3.95065646141577E-6,2990.058268702,791.912465595898,2198.1458031061,0.0099
3.95066410134002E-6,2990.05897154616,792.993447742532,2197.06552380363,0.0099
3.95067168304343E-6,2990.0596690097,794.068055216959,2195.99161379274,0.00991
3.95067926639479E-6,2990.06036660041,795.148428152168,2194.91193844824,0.00991
3.95068686597141E-6,2990.06106565916,796.233678371933,2193.82738728723,0.00993
3.95069447845655E-6,2990.06176588072,797.324193833765,2192.73757204695,0.00993
3.95070208312692E-6,2990.06246535886,798.416086946369,2191.64637841249,0.00994
3.95070970723466E-6,2990.06316660018,799.51387126585,2190.54929533433,0.00995
3.95071729217566E-6,2990.06386421455,800.605229138125,2189.45863507643,0.00997
3.95072486950286E-6,2990.06456110424,801.698606661348,2188.3659544429,0.00997
3.95073237028337E-6,2990.06525092988,802.778791348053,2187.28645958183,0.00998
3.95073982181785E-6,2990.06593620282,803.853569865946,2186.21236633688,0.00999
3.950747245282E-6,2990.06661887084,804.929299254396,2185.13731961645,0.01
3.95075462023098E-6,2990.06729705418,806.00017633188,2184.0671207223,0.01
3.95076203463476E-6,2990.06797884239,807.08422010349,2182.9837587389,0.01
3.95076947368833E-6,2990.06866287378,808.174984853436,2181.89367802035,0.01001
3.95077694214667E-6,2990.06934958533,809.273149886386,2180.79619969894,0.01003
3.95078440645792E-6,2990.07003589187,810.368909037956,2179.70112685391,0.01003
3.9507917906596E-6,2990.07071480944,811.456577448784,2178.61413736066,0.01004
3.95079914008691E-6,2990.07139050678,812.541576792019,2177.52981371476,0.01005
3.95080648227079E-6,2990.07206551524,813.631207478236,2176.44085803701,0.01006
3.95081387515756E-6,2990.07274516197,814.732066096156,2175.34067906581,0.01006
3.95082132186386E-6,2990.07342973298,815.847540795385,2174.22588893759,0.01006
3.95082894242442E-6,2990.0741302619,816.998095834692,2173.07603442721,0.01007
3.9508366306195E-6,2990.0748369832,818.157875064597,2171.9169619186,0.0101
3.95084423998683E-6,2990.07553643369,819.299090436498,2170.77644599719,0.0101
3.95085174095586E-6,2990.07622589616,820.418338126503,2169.65788776965,0.01011
3.95085913925759E-6,2990.07690589839,821.522599086426,2168.55430681197,0.01012
3.95086659144888E-6,2990.07759083028,822.643393880188,2167.43419695009,0.01013
3.95087415266344E-6,2990.07828575839,823.787782399549,2166.29050335884,0.01013
3.95088183034411E-6,2990.07899136568,824.956023862736,2165.12296750295,0.01014
3.9508895645719E-6,2990.07970214454,826.133163323597,2163.94653882094,0.01015
3.95089727459196E-6,2990.08041067339,827.30048932222,2162.77992135117,0.01018
3.95090495698937E-6,2990.08111663868,828.463458428246,2161.61765821043,0.01018
3.95091261169059E-6,2990.08182003391,829.622274079356,2160.45954595455,0.0102
3.95092019427822E-6,2990.08251677803,830.767621951627,2159.3148948264,0.01021
3.95092771969278E-6,2990.0832082445,831.90543813872,2158.17777010578,0.01022
3.95093523741395E-6,2990.08389898005,833.048227553314,2157.03567142674,0.01024
3.950942770266E-6,2990.08459108175,834.199384612512,2155.88520646924,0.01024
3.95095041306104E-6,2990.08529326012,835.37795872432,2154.7073345358,0.01024
3.95095815361956E-6,2990.08600439517,836.575657125737,2153.51034726943,0.01025
3.95096593323105E-6,2990.0867190924,837.779692643422,2152.30702644898,0.01028
3.95097361622755E-6,2990.08742488858,838.964798475573,2151.122626413,0.01028
3.9509811501223E-6,2990.0881169632,840.121880154569,2149.96623680863,0.0103
3.95098859521303E-6,2990.08880085646,841.268512375544,2148.82028848092,0.01031
3.9509960678312E-6,2990.08948725466,842.428771967578,2147.66071528708,0.01031
3.9510036733147E-6,2990.09018583285,843.623966372829,2146.46621946002,0.01031
3.95101142360733E-6,2990.09089768675,844.848825224664,2145.24207246209,0.01032
3.95101912090361E-6,2990.09160464774,846.059031368462,2144.03257327928,0.01034
3.95102664545655E-6,2990.09229571872,847.238118015932,2142.85417770279,0.01036
3.95103410734523E-6,2990.09298101072,848.414282011769,2141.67869899895,0.01036
3.95104165623479E-6,2990.09367426871,849.614187652761,2140.47948661595,0.01037
3.95104936260029E-6,2990.09438196365,850.850574292298,2139.24380767135,0.01037
3.95105703930739E-6,2990.09508690989,852.075519530532,2138.01956737935,0.01041
3.95106458664984E-6,2990.09577995225,853.276482374244,2136.81929757801,0.01041
3.95107212150511E-6,2990.09647182382,854.480352779095,2135.61611904473,0.01042
3.95107966711267E-6,2990.09716465852,855.694569294932,2134.40259536359,0.01042
3.95108722307098E-6,2990.09785841937,856.916011003756,2133.18184741561,0.01045
3.95109469989119E-6,2990.09854489017,858.125956477072,2131.97258841309,0.01045
3.95110210570645E-6,2990.09922481835,859.326958133355,2130.772266685,0.01046
3.95110948525417E-6,2990.09990231173,860.528946124299,2129.57095618743,0.01047
3.95111686487699E-6,2990.10057978886,861.738089844834,2128.36248994403,0.01048
3.95112417605346E-6,2990.10125095953,862.940565715586,2127.16068524395,0.01048
3.95113140243859E-6,2990.10191432399,864.130987053355,2125.97092727063,0.01049
3.95113848927604E-6,2990.10256485676,865.303557478308,2124.79900737845,0.0105
3.95114560282327E-6,2990.10321781987,866.494471150949,2123.60874666892,0.0105
3.95115281597342E-6,2990.10387990373,867.715599730536,2122.38828017319,0.0105
3.95116016278402E-6,2990.10455423334,868.971094857342,2121.133459376,0.0105
3.95116757292103E-6,2990.10523435215,870.243014497214,2119.86221985494,0.01053
3.95117493882414E-6,2990.10591038796,871.50404966676,2118.6018607212,0.01053
3.95118210122991E-6,2990.10656772485,872.7262220713,2117.38034565355,0.01054
3.95118914739964E-6,2990.10721437279,873.931318352207,2116.17589602059,0.01055
3.95119625643715E-6,2990.10786676892,875.162839232392,2114.94502753653,0.01055
3.95120360068465E-6,2990.1085407277,876.450583240775,2113.65795748693,0.01055
3.95121114544231E-6,2990.10923306281,877.786312469104,2112.32292059371,0.01055
3.95121881097446E-6,2990.10993645587,879.143635950199,2110.96630050567,0.01056
3.95122625354015E-6,2990.11061936551,880.448472277761,2109.66214708775,0.01061
3.95123350705318E-6,2990.11128490555,881.719049175329,2108.39223573022,0.01061
3.95124079190529E-6,2990.11195329858,883.005522751703,2107.10643054687,0.01061
3.95124823684596E-6,2990.1126363566,884.335398081167,2105.77723827543,0.01061
3.95125584870168E-6,2990.11333470438,885.703846621549,2104.40948808283,0.01064
3.95126333050515E-6,2990.11402109656,887.043164386382,2103.07085671018,0.01064
3.95127061171695E-6,2990.1146890633,888.340907752983,2101.77378131032,0.01066
3.95127777380204E-6,2990.11534607958,889.624660593406,2100.49068548617,0.01066
3.95128508566504E-6,2990.11601681329,890.952630833083,2099.16338598021,0.01066
3.95129259802939E-6,2990.11670591578,892.33342019025,2097.78328572553,0.01066
3.95130025598385E-6,2990.11740834844,893.747991372996,2096.36941697545,0.01067
3.95130780398739E-6,2990.11810067137,895.136531433159,2094.98156923821,0.01069
3.95131529279706E-6,2990.11878754095,896.513329578972,2093.60545796197,0.01071
3.95132283757206E-6,2990.11947951953,897.911150490883,2092.20832902865,0.01071
3.95133060463448E-6,2990.12019186022,899.363783736336,2090.75640812389,0.01071
3.95133841143147E-6,2990.12090781926,900.826930175101,2089.29397764416,0.01073
3.95134616039319E-6,2990.12161844862,902.271643345101,2087.84997510352,0.01077
3.95135379993945E-6,2990.12231901891,903.693727106094,2086.42859191282,0.01077
3.9513613884672E-6,2990.12301488609,905.109969012177,2085.01304587391,0.01079
3.95136901691288E-6,2990.12371438907,906.543357141488,2083.58035724758,0.01079
3.95137667053226E-6,2990.12441617555,907.991343208211,2082.13307296733,0.01082
3.95138431922166E-6,2990.1251174851,909.43819062995,2080.68692685515,0.01082
3.95139184724583E-6,2990.12580770657,910.864517023314,2079.26129068326,0.01083
3.9513993731218E-6,2990.126497707,912.300122599583,2077.82637510742,0.01084
3.95140698520747E-6,2990.12719558698,913.765555681646,2076.36163990533,0.01085
3.95141467876677E-6,2990.12790091148,915.259164716248,2074.86873619523,0.01085
3.95142230517422E-6,2990.12860005485,916.73812733966,2073.39047271519,0.01087
3.95142971947317E-6,2990.1292797297,918.173254146547,2071.95602558315,0.01089
3.95143702063453E-6,2990.12994901029,919.59209596121,2070.53785304908,0.01091
3.95144437071061E-6,2990.13062275191,921.032437056275,2069.09818569564,0.01091
3.95145181575163E-6,2990.13130517504,922.510108537891,2067.62119663715,0.0109
3.95145937787069E-6,2990.1319983056,924.01994239905,2066.11205590655,0.01091
3.95146677496278E-6,2990.13267628657,925.494905005591,2064.63777128098,0.01095
3.95147400479575E-6,2990.13333891492,926.939047616175,2063.19429129874,0.01095
3.95148113933456E-6,2990.13399278759,928.373183743776,2061.76080904382,0.01095
3.95148836681314E-6,2990.13465515604,929.844413048316,2060.29024210773,0.01095
3.95149575517437E-6,2990.13533224577,931.36462556921,2058.77070667656,0.01096
3.95150325606928E-6,2990.13601962467,932.916734810065,2057.21928481461,0.01096
3.9515106759789E-6,2990.13669955859,934.453513974865,2055.68318558372,0.01097
3.95151802857013E-6,2990.1373733006,935.978582574535,2054.15879072607,0.01099
3.95152538038323E-6,2990.13804694835,937.513037209205,2052.62500973915,0.011
3.95153281179768E-6,2990.13872786664,939.074779959262,2051.06394790738,0.011
3.9515404340573E-6,2990.13942624712,940.693794246824,2049.44563200029,0.011
3.95154825013975E-6,2990.14014236074,942.362400068388,2047.77774229236,0.01101
3.95155606591528E-6,2990.14085842029,944.027154468561,2046.11370395173,0.01105
3.95156378819414E-6,2990.14156588843,945.667919524319,2044.47364636411,0.01105
3.9515714656433E-6,2990.14226922443,947.298577887525,2042.84369133691,0.01107
3.95157912077603E-6,2990.14297049107,948.935364408147,2041.20760608292,0.01108
3.95158694097684E-6,2990.14368685344,950.618019150995,2039.52566770245,0.01111
3.95159475638917E-6,2990.14440275121,952.302014671871,2037.84238807934,0.01111
3.95160253900397E-6,2990.14511561891,953.980837764308,2036.1642778546,0.01113
3.95161013136185E-6,2990.14581103475,955.617081708547,2034.5287293262,0.01115
3.95161766700951E-6,2990.14650123204,957.252831818631,2032.89366941341,0.01115
3.95162532526869E-6,2990.14720263471,958.932349347097,2031.21485328762,0.01117
3.95163306713422E-6,2990.14791166937,960.641367402755,2029.50654426662,0.01117
3.9516407574742E-6,2990.14861595987,962.342965530238,2027.80565042964,0.01118
3.95164821586117E-6,2990.14929898384,963.987152510165,2026.16214647367,0.01121
3.95165547739583E-6,2990.14996395775,965.595997541905,2024.55396641584,0.01122
3.95166279398575E-6,2990.15063395067,967.233308165252,2022.91732578542,0.01122
3.95167025008694E-6,2990.15131669549,968.928515234447,2021.22280146104,0.01121
3.95167791535361E-6,2990.15201856866,970.686400050203,2019.46561851846,0.01121
3.95168548807312E-6,2990.1527119432,972.42259717796,2017.73011476524,0.01126
3.95169282742435E-6,2990.15338392678,974.100043445896,2016.05334048089,0.01126
3.95170004408949E-6,2990.15404465503,975.760053690643,2014.39399096439,0.01127
3.95170742560841E-6,2990.15472045371,977.478943891102,2012.67577656261,0.01126
3.95171502137874E-6,2990.15541584354,979.269867341038,2010.8855485025,0.01127
3.95172275570796E-6,2990.15612389319,981.105822801795,2009.05030109139,0.01127
3.9517303495316E-6,2990.15681905533,982.900301168788,2007.25651788654,0.0113
3.95173773780709E-6,2990.15749537743,984.646696976108,2005.51079840132,0.01132
3.9517451392909E-6,2990.15817288536,986.407724254833,2003.75044863053,0.01133
3.95175264538416E-6,2990.15885994513,988.209950755562,2001.94890918957,0.01133
3.95176024879583E-6,2990.15955588839,990.048951326209,2000.11060456218,0.01133
3.95176777889228E-6,2990.16024509687,991.872420959637,1998.28782413723,0.01135
3.95177515819289E-6,2990.16092048005,993.662293083502,1996.49862739655,0.01138
3.95178249763877E-6,2990.16159219262,995.452103488308,1994.70948870431,0.01138
3.95178992448182E-6,2990.16227188054,997.282701755326,1992.87957012522,0.01137
3.95179758719639E-6,2990.16297313033,999.194462864269,1990.96851026606,0.01137
3.9518053488138E-6,2990.16368340573,1001.14025603536,1989.02342737037,0.01141
3.95181305569503E-6,2990.16438864681,1003.0710749754,1987.09331367141,0.01141
3.95182063538161E-6,2990.16508222396,1004.97129089056,1985.1937913334,0.01143
3.95182824226914E-6,2990.16577826557,1006.89125676993,1983.27452149564,0.01143
3.9518359980106E-6,2990.16648790222,1008.86487462006,1981.30161328217,0.01145
3.95184386860383E-6,2990.16720802148,1010.87672097521,1979.29048704627,0.01145
3.95185171908667E-6,2990.16792627451,1012.88833798985,1977.27958828466,0.01147
3.95185952862368E-6,2990.16864075536,1014.89157245326,1975.2770683021,0.01149
3.95186731961469E-6,2990.16935351364,1016.89666084474,1973.2726926689,0.01151
3.95187511015332E-6,2990.17006620474,1018.91294362285,1971.25712258189,0.01154
3.95188290569273E-6,2990.1707793275,1020.9380173132,1969.2327620143,0.01154
3.95189067904714E-6,2990.1714903951,1022.96579499063,1967.20569540447,0.01155
3.95189843387427E-6,2990.17219974233,1024.99873193793,1965.1734678044,0.01157
3.95190625555339E-6,2990.17291517874,1027.0624513787,1963.11046380003,0.01159
3.95191410500693E-6,2990.17363312949,1029.1437813376,1961.02985179189,0.01159
3.95192186064214E-6,2990.17434247342,1031.20916208044,1958.96518039299,0.01161
3.95192951024703E-6,2990.1750420946,1033.25273837039,1956.92230372421,0.01162
3.95193703947218E-6,2990.17573068175,1035.27439005323,1954.90134062852,0.01164
3.95194457465292E-6,2990.17641978944,1037.31622576489,1952.86019402455,0.01164
3.95195221187842E-6,2990.17711820472,1039.40686546708,1950.77025273765,0.01164
3.95196005039627E-6,2990.17783500217,1041.57484936512,1948.60298563705,0.01164
3.95196804755651E-6,2990.17856627985,1043.80131817712,1946.37724810273,0.01166
3.95197605007588E-6,2990.17929802037,1046.03355135091,1944.14574666946,0.01171
3.95198383831901E-6,2990.18001014161,1048.20243607649,1941.97757406512,0.01171
3.95199142356261E-6,2990.18070367672,1050.31983715147,1939.86086652525,0.01173
3.95199901654583E-6,2990.18139789499,1052.45919497359,1937.72220292139,0.01173
3.95200674827109E-6,2990.18210477312,1054.66201575132,1935.5200890218,0.01173
3.95201468153018E-6,2990.18283005021,1056.94704388362,1933.23578616658,0.01173
3.95202269576319E-6,2990.18356270296,1059.26543013147,1930.91813257149,0.01175
3.95203058422075E-6,2990.1842838308,1061.54930086298,1928.63498296783,0.01178
3.9520383915211E-6,2990.18499751357,1063.81810562516,1926.36689188842,0.0118
3.95204626825811E-6,2990.18571751745,1066.12665457611,1924.05906294134,0.01181
3.95205427145736E-6,2990.1864490541,1068.49274431861,1921.6937047355,0.01181
3.95206228615268E-6,2990.18718161428,1070.87260367219,1919.31457794209,0.01183
